time,distance,angle
5014,5,122.005
5031,5,122.005
5049,5,122.005
5066,5,122.005
5084,5,122.005
5101,5,122.005
5118,5,122.005
5136,5,122.005
5153,5,122.005
5172,5,122.007
5189,7,122.007
5207,7,122.006
5224,6,122.005
5241,5,122.006
5259,6,122.006
5277,6,122.007
5295,7,122.009
5312,9,122.007
5329,7,122.007
5348,7,122.009
5365,9,122.007
5383,7,122.005
5400,5,122.005
5417,5,122.007
5436,7,122.008
5453,8,122.008
5471,8,122.0019
5490,19,52.0021
5508,21,52.001
5526,10,122.009
5543,9,122.009
5562,9,122.009
5579,9,122.009
5597,9,122.009
5615,9,122.001
5633,10,122.0011
5651,11,122.0011
5668,11,122.009
5686,9,122.001
5704,10,122.001
5722,10,122.0011
5740,11,122.0012
5758,12,122.0013
5776,13,122.0013
5794,13,122.0013
5813,13,122.0013
5830,13,122.0022
5850,22,52.0023
5868,23,52.0016
5885,16,52.0016
5904,16,52.0016
5922,16,52.0019
5941,19,52.0026
5960,26,52.0027
5979,27,52.0027
5998,27,52.0026
6017,26,52.0022
6035,22,52.0022
6053,22,52.0022
6072,22,52.0026
6091,26,52.0026
6110,26,52.0022
6128,22,52.0021
6147,21,52.0022
6165,22,52.0024
6184,24,52.0027
6203,27,52.0027
6221,27,52.0023
6241,23,52.0024
6259,24,52.0028
6278,28,52.003
6297,30,52.003
6317,30,52.0029
6335,29,52.0029
6354,29,52.0029
6373,29,52.0029
6392,29,52.003
6411,30,52.003
6430,30,52.003
6450,30,52.003
6468,30,52.003
6488,30,52.0028
6506,28,52.0028
6525,28,52.003
6544,30,52.0028
6563,28,52.0028
6582,28,52.003
6601,30,52.0029
6620,29,52.0029
6639,29,52.003
6658,30,52.003
6677,30,52.0029
6695,29,52.0029
6715,29,52.0029
6733,29,52.0028
6753,28,52.0027
6771,27,52.0025
6791,25,52.0024
6809,24,52.0023
6828,23,52.0023
6846,23,52.0026
6865,26,52.0027
6884,27,52.0024
6902,24,52.0024
6922,24,52.0023
6940,23,52.0024
6959,24,52.0024
6977,24,52.0026
6996,26,52.0029
7015,29,52.0025
7033,25,52.0023
7053,23,52.0023
7071,23,52.0026
7090,26,52.0027
7109,27,52.0023
7128,23,52.0023
7146,23,52.0027
7165,27,52.0023
7183,23,52.0015
7201,15,52.0015
7220,15,52.0016
7238,16,52.0015
7256,15,52.0016
7274,16,52.0016
7292,16,52.0014
7311,14,122.0011
7328,11,122.001
7347,10,122.009
7364,9,122.009
7382,9,122.009
7400,9,122.001
7417,10,122.001
7435,10,122.007
7453,7,122.004
7471,4,122.004
7488,4,122.006
7505,6,122.005
7523,5,122.003
7540,3,122.003
7558,3,122.004
7575,4,122.005
7592,5,122.005
7610,5,122.004
7627,4,122.006
7645,6,122.009
7663,9,122.008
7681,8,122.005
7698,5,122.006
7715,6,122.006
7734,6,122.0018
7752,18,52.002
7771,20,52.009
7788,9,122.009
7805,9,122.009
7824,9,122.009
7841,9,122.009
7859,9,122.008
7876,8,122.008
7895,8,122.008
7912,8,122.008
7929,8,122.001
7948,10,122.0011
7965,11,122.0011
7984,11,122.0012
8002,12,122.0015
8019,15,122.0016
8038,16,52.0017
8056,17,52.0016
8075,16,52.0017
8093,17,52.0019
8112,19,52.0018
8130,18,52.0017
8147,17,52.0019
8166,19,52.0025
8185,25,52.0027
8204,27,52.0027
8223,27,52.003
8242,30,52.0026
8261,26,52.0023
8280,23,52.0024
8298,24,52.0027
8317,27,52.0026
8336,26,52.0022
8354,22,52.0023
8373,23,52.0024
8391,24,52.0024
8411,24,52.0027
8429,27,52.0026
8448,26,52.0026
8467,26,52.0027
8485,27,52.0025
8505,25,52.0028
8523,28,52.003
8543,30,52.003
8561,30,52.003
8581,30,52.003
8599,30,52.003
8619,30,52.0028
8637,28,52.0028
8656,28,52.0029
8676,29,52.0029
8694,29,52.0029
8714,29,52.003
8732,30,52.003
8752,30,52.0028
8770,28,52.0028
8790,28,52.003
8808,30,52.003
8827,30,52.003
8846,30,52.003
8865,30,52.003
8884,30,52.003
8903,30,52.003
8923,30,52.003
8941,30,52.003
8961,30,52.003
8979,30,52.003
8998,30,52.0027
9017,27,52.0024
9035,24,52.0024
9055,24,52.0025
9073,25,52.0025
9092,25,52.0024
9110,24,52.0024
9129,24,52.0025
9148,25,52.0023
9166,23,52.0022
9185,22,52.0021
9203,21,52.0026
9223,26,52.0029
9241,29,52.0026
9261,26,52.0024
9279,24,52.0023
9297,23,52.0021
9316,21,52.0025
9335,25,52.0029
9354,29,52.0026
9373,26,52.0026
9392,26,52.0023
9410,23,52.0017
9428,17,52.0016
9447,16,52.0018
9465,18,52.0017
9483,17,52.0016
9501,16,52.0015
9520,15,52.0015
9538,15,52.0014
9555,14,122.0011
9574,11,122.001
9591,10,122.009
9610,9,122.009
9627,9,122.009
9645,9,122.008
9663,8,122.0019
9681,19,52.002
9700,20,52.008
9717,8,122.004
9735,4,122.003
9752,3,122.004
9769,4,122.003
9787,3,122.005
9804,5,122.008
9822,8,122.001
9840,10,122.009
9858,9,122.007
9875,7,122.007
9893,7,122.009
9911,9,122.007
9928,7,122.004
9946,4,122.006
9963,6,122.008
9981,8,122.009
9999,9,122.002
10018,20,52.0021
10036,21,52.001
10054,10,122.008
10072,8,122.009
10089,9,122.001
10107,10,122.009
10125,9,122.001
10143,10,122.001
10161,10,122.001
10179,10,122.0011
10198,11,122.0011
10215,11,122.0013
10233,13,122.0011
10251,11,122.0011
10269,11,122.0014
10288,14,122.0017
10306,17,52.0015
10324,15,52.0013
10342,13,122.0015
10360,15,122.0016
10379,16,52.0018
10397,18,52.0019
10416,19,52.0023
10435,23,52.0026
10454,26,52.0023
10472,23,52.0026
10491,26,52.003
10510,30,52.0026
10529,26,52.0024
10548,24,52.0027
10566,27,52.003
10586,30,52.0025
10604,25,52.0022
10622,22,52.0023
10642,23,52.0026
10660,26,52.003
10680,30,52.0027
10698,27,52.0024
10717,24,52.0026
10736,26,52.0028
10756,28,52.0029
10774,29,52.0029
10793,29,52.003
10812,30,52.003
10831,30,52.0029
10851,29,52.0029
10869,29,52.003
10889,30,52.003
10907,30,52.003
10927,30,52.003
10946,30,52.003
10964,30,52.003
10984,30,52.0018
11001,18,52.0018
11021,18,52.003
11039,30,52.003
11059,30,52.003
11077,30,52.0029
11097,29,52.0029
11116,29,52.0029
11134,29,52.0029
11154,29,52.0027
11172,27,52.0027
11192,27,52.0027
11210,27,52.0027
11229,27,52.0026
11248,26,52.0022
11267,22,52.0023
11285,23,52.0022
11303,22,52.0021
11322,21,52.0025
11341,25,52.0029
11361,29,52.0027
11379,27,52.0022
11398,22,52.0024
11417,24,52.0029
11436,29,52.0029
11455,29,52.0025
11473,25,52.0026
11493,26,52.0026
11511,26,52.0019
11530,19,52.0015
11547,15,52.0014
11566,14,122.0014
11584,14,122.0014
11601,14,122.0012
11620,12,122.0013
11638,13,122.0012
11656,12,122.0011
11674,11,122.001
11692,10,122.008
11710,8,122.009
11727,9,122.001
11746,10,122.008
11763,8,122.006
11781,6,122.005
11798,5,122.005
11815,5,122.004
11833,4,122.003
11851,3,122.003
11869,3,122.003
11886,3,122.004
11904,4,122.004
11921,4,122.004
11938,4,122.005
11956,5,122.007
11973,7,122.008
11992,8,122.008
12009,8,122.006
12026,6,122.007
12044,7,122.008
12062,8,122.008
12080,8,122.0016
12098,16,52.0016
12116,16,52.009
12134,9,122.008
12151,8,122.008
12170,8,122.009
12187,9,122.008
12205,8,122.008
12223,8,122.008
12240,8,122.009
12259,9,122.001
12276,10,122.001
12295,10,122.001
12312,10,122.0011
12331,11,122.0012
12348,12,122.0013
12366,13,122.0012
12385,12,122.0012
12402,12,122.0014
12421,14,122.0015
12439,15,122.0016
12457,16,52.0015
12476,15,52.0015
12493,15,52.002
12513,20,52.0027
12531,27,52.003
12551,30,52.003
12569,30,52.003
12589,30,52.003
12608,30,52.0026
12626,26,52.0023
12645,23,52.0027
12664,27,52.0029
12683,29,52.0025
12701,25,52.0022
12721,22,52.0024
12739,24,52.0023
12758,23,52.0025
12777,25,52.0029
12795,29,52.0028
12815,28,52.0027
12833,27,52.0027
12853,27,52.0029
12871,29,52.003
12891,30,52.003
12910,30,52.003
12929,30,52.003
12948,30,52.003
12966,30,52.0029
12986,29,52.0029
13005,29,52.003
13024,30,52.003
13043,30,52.003
13062,30,52.003
13081,30,52.003
13101,30,52.0029
13119,29,52.0029
13138,29,52.0029
13157,29,52.0029
13176,29,52.0029
13195,29,52.0029
13214,29,52.003
13234,30,52.003
13252,30,52.003
13272,30,52.0028
13290,28,52.0025
13308,25,52.0024
13328,24,52.0025
13346,25,52.0028
13366,28,52.0027
13384,27,52.0025
13403,25,52.0024
13422,24,52.0022
13441,22,52.0022
13459,22,52.0022
13477,22,52.0025
13497,25,52.0029
13515,29,52.0026
13534,26,52.0021
13553,21,52.0021
13572,21,52.0026
13590,26,52.0029
13609,29,52.0026
13628,26,52.0023
13646,23,52.0027
13666,27,52.0025
13684,25,52.0018
13703,18,52.0015
13721,15,52.0015
13740,15,52.0015
13757,15,52.0016
13775,16,52.0015
13794,15,52.0012
13811,12,122.0011
13830,11,122.0011
13848,11,122.0011
13865,11,122.001
13884,10,122.009
13901,9,122.001
13920,10,122.0012
13937,12,122.008
13955,8,122.008
13973,8,122.007
13990,7,122.004
14008,4,122.003
14025,3,122.004
14043,4,122.004
14060,4,122.003
14077,3,122.004
14095,4,122.007
14113,7,122.008
14131,8,122.005
14148,5,122.005
14166,5,122.006
14183,6,122.006
14201,6,122.006
14219,6,122.008
14236,8,122.009
14255,9,122.002
14273,20,52.002
14291,20,52.009
14309,9,122.009
14327,9,122.009
14345,9,122.008
14362,8,122.009
14381,9,122.001
14398,10,122.009
14415,9,122.001
14434,10,122.001
14451,10,122.009
14470,9,122.0011
14488,11,122.0011
14505,11,122.009
14523,9,122.0011
14541,11,122.0016
14560,16,52.0018
14578,18,52.0017
14597,17,52.0024
14616,24,52.0029
14635,29,52.0023
14653,23,52.0018
14671,18,52.002
14690,20,52.002
14708,20,52.0026
14728,26,52.0027
14746,27,52.0027
14766,27,52.003
14785,30,52.003
14803,30,52.0027
14822,27,52.0025
14841,25,52.0023
14860,23,52.0025
14878,25,52.0029
14898,29,52.0027
14916,27,52.0023
14936,23,52.0022
14954,22,52.0023
14972,23,52.0024
14991,24,52.0023
15010,23,52.0024
15029,24,52.0024
15047,24,52.0025
15067,25,52.0024
15085,24,52.0027
15104,27,52.003
15123,30,52.003
15142,30,52.003
15161,30,52.003
15180,30,52.003
15199,30,52.003
15218,30,52.0029
15238,29,52.0029
15256,29,52.0029
15276,29,52.0029
15294,29,52.0029
15313,29,52.0029
15333,29,52.003
15351,30,52.003
15371,30,52.0029
15389,29,52.0029
15409,29,52.003
15427,30,52.003
15447,30,52.003
15466,30,52.003
15484,30,52.003
15504,30,52.003
15522,30,52.003
15542,30,52.0028
15560,28,52.0028
15580,28,52.003
15599,30,52.003
15618,30,52.0029
15637,29,52.0029
15655,29,52.0029
15675,29,52.0029
15694,29,52.003
15713,30,52.003
15732,30,52.003
15751,30,52.003
15770,30,52.003
15789,30,52.003
15808,30,52.003
15827,30,52.0027
15846,27,52.0027
15865,27,52.0027
15884,27,52.0023
15902,23,52.0023
15921,23,52.0024
15940,24,52.0027
15959,27,52.0027
15978,27,52.0024
15996,24,52.0022
16015,22,52.0023
16033,23,52.0024
16052,24,52.0026
16071,26,52.0029
16091,29,52.0028
16109,28,52.0025
16128,25,52.0022
16147,22,52.0026
16165,26,52.003
16185,30,52.0029
16203,29,52.0025
16222,25,52.0024
16241,24,52.0029
16261,29,52.0024
16279,24,52.0018
16296,18,52.0016
16315,16,52.0015
16333,15,52.0016
16352,16,52.0015
16370,15,52.0013
16388,13,122.0011
16406,11,122.0011
16423,11,122.0011
16442,11,122.0011
16459,11,122.009
16478,9,122.009
16495,9,122.008
16514,8,122.008
16531,8,122.008
16548,8,122.009
16567,9,122.001
16584,10,122.008
16602,8,122.008
16620,8,122.006
16637,6,122.003
16655,3,122.003
16672,3,122.005
16690,5,122.006
16707,6,122.006
16724,6,122.005
16743,5,122.004
16760,4,122.005
16778,5,122.005
16795,5,122.004
16813,4,122.006
16830,6,122.008
16848,8,122.002
16867,20,52.0024
16885,24,52.0015
16904,15,52.001
16921,10,122.009
16940,9,122.008
16957,8,122.008
16974,8,122.008
16993,8,122.008
17010,8,122.009
17028,9,122.009
17046,9,122.001
17063,10,122.001
17082,10,122.009
17099,9,122.0011
17118,11,122.0012
17135,12,122.0011
17154,11,122.0011
17172,11,122.0012
17189,12,122.0014
17208,14,122.0014
17226,14,122.0017
17245,17,52.0018
17263,18,52.0018
17282,18,52.0018
17300,18,52.0018
17318,18,52.0024
17337,24,52.0029
17356,29,52.0026
17375,26,52.0026
17394,26,52.0029
17413,29,52.0026
17432,26,52.0022
17451,22,52.0026
17469,26,52.003
17488,30,52.0025
17507,25,52.0023
17525,23,52.0025
17545,25,52.0026
17563,26,52.0028
17583,28,52.003
17601,30,52.0027
17620,27,52.0024
17639,24,52.0026
17658,26,52.0029
17677,29,52.0029
17696,29,52.0029
17715,29,52.003
17734,30,52.003
17754,30,52.003
17772,30,52.003
17792,30,52.003
17810,30,52.0029
17829,29,52.0029
17848,29,52.0029
17867,29,52.0029
17887,29,52.003
17905,30,52.0028
17925,28,52.0028
17943,28,52.003
17963,30,52.003
17981,30,52.003
18000,30,52.003
18020,30,52.003
18038,30,52.0029
18058,29,52.0029
18076,29,52.0029
18096,29,52.0029
18115,29,52.0029
18134,29,52.0027
18153,27,52.0026
18171,26,52.0025
18190,25,52.0024
18208,24,52.0023
18228,23,52.0027
18246,27,52.0027
18266,27,52.0024
18284,24,52.0024
18302,24,52.0023
18321,23,52.0021
18340,21,52.0022
18359,22,52.0026
18377,26,52.0029
18397,29,52.0027
18415,27,52.0023
18434,23,52.0022
18453,22,52.0026
18471,26,52.0029
18491,29,52.0026
18509,26,52.0022
18528,22,52.0026
18547,26,52.0024
18566,24,52.0018
18584,18,52.0017
18603,17,52.0016
18620,16,52.0016
18638,16,52.0017
18657,17,52.0016
18675,16,52.0013
18693,13,122.0012
18711,12,122.0011
18729,11,122.001
18747,10,122.001
18765,10,122.001
18783,10,122.001
18801,10,122.001
18819,10,122.009
18837,9,122.007
18854,7,122.004
18872,4,122.007
18889,7,122.009
18908,9,122.007
18925,7,122.005
18942,5,122.006
18960,6,122.006
18978,6,122.005
18996,5,122.007
19013,7,122.008
19031,8,122.007
19049,7,122.008
19066,8,122.009
19084,9,122.007
19102,7,122.001
19120,10,122.0011
19138,11,122.009
19155,9,122.0017
19175,17,52.0015
19192,15,52.009
19210,9,122.001
19228,10,122.001
19246,10,122.009
19264,9,122.009
19281,9,122.009
19299,9,122.001
19317,10,122.001
19335,10,122.001
19353,10,122.001
19371,10,122.009
19389,9,122.001
19406,10,122.0011
19425,11,122.0013
19443,13,122.0015
19462,15,122.0015
19480,15,122.0014
19497,14,122.0014
19516,14,122.0014
19534,14,122.0016
19553,16,52.0017
19571,17,52.0016
19589,16,52.0021
19608,21,52.0028
19627,28,52.0026
19646,26,52.0026
19664,26,52.003
19684,30,52.003
19702,30,52.0025
19721,25,52.0024
19740,24,52.0029
19760,29,52.0027
19778,27,52.0023
19796,23,52.0023
19816,23,52.0024
19834,24,52.0026
19853,26,52.0027
19872,27,52.0027
19891,27,52.003
19910,30,52.0028
19929,28,52.0028
19948,28,52.003
19966,30,52.003
19986,30,52.003
20005,30,52.003
20024,30,52.0028
20043,28,52.0028
20062,28,52.0029
20081,29,52.003
20100,30,52.003
20119,30,52.0027
20137,27,52.0026
20157,26,52.0028
20175,28,52.0029
20195,29,52.003
20214,30,52.003
